t,acc
52.83 , 0.12
52.84 , 0.13
52.85 , 0.12
52.86 , 0.08
52.870000000000005 , 0.05
52.88 , 0.039
52.89 , 0.05
52.9 , 0.066
52.910000000000004 , 0.069
52.92 , 0.046
52.93 , -0.0037
52.94 , -0.064
52.95 , -0.11
52.96 , -0.14
52.97 , -0.13
52.980000000000004 , -0.11
52.99 , -0.066
53.0 , -0.025
53.01 , 0.0028
53.02 , 0.013
53.03 , 0.0073
53.04 , -0.008
53.050000000000004 , -0.02
53.06 , -0.025
53.07 , -0.018
53.08 , -0.0065
53.09 , 0.01
53.1 , 0.03
53.11 , 0.051
53.120000000000005 , 0.077
53.13 , 0.1
53.14 , 0.12
53.15 , 0.13
53.160000000000004 , 0.12
53.17 , 0.099
53.18 , 0.065
53.19 , 0.019
53.2 , -0.031
53.21 , -0.073
53.22 , -0.11
53.230000000000004 , -0.13
53.24 , -0.14
53.25 , -0.15
53.26 , -0.15
53.27 , -0.14
53.28 , -0.12
53.29 , -0.091
53.300000000000004 , -0.075
53.31 , -0.073
53.32 , -0.08
53.33 , -0.089
53.34 , -0.084
53.35 , -0.063
53.36 , -0.03
53.370000000000005 , 0.0023
53.38 , 0.02
53.39 , 0.016
53.4 , -0.0052
53.410000000000004 , -0.037
53.42 , -0.055
53.43 , -0.061
53.44 , -0.046
53.45 , -0.028
53.46 , -0.017
53.47 , -0.019
53.480000000000004 , -0.03
53.49 , -0.041
53.5 , -0.038
53.51 , -0.025
53.52 , -0.011
53.53 , -0.0013
53.54 , -0.0002
53.550000000000004 , 0.0029
53.56 , 0.013
53.57 , 0.029
53.58 , 0.04
53.59 , 0.035
53.6 , 0.0053
53.61 , -0.039
53.620000000000005 , -0.078
53.63 , -0.1
53.64 , -0.1
53.65 , -0.092
53.660000000000004 , -0.086
53.67 , -0.084
53.68 , -0.084
53.69 , -0.079
53.7 , -0.061
53.71 , -0.035
53.72 , -0.013
53.730000000000004 , -0.0018
53.74 , -0.0024
53.75 , -0.0097
53.76 , -0.015
53.77 , -0.015
53.78 , -0.013
53.79 , -0.017
53.800000000000004 , -0.029
53.81 , -0.047
53.82 , -0.054
53.83 , -0.045
53.84 , -0.018
53.85 , 0.014
53.86 , 0.037
53.870000000000005 , 0.039
53.88 , 0.022
53.89 , -0.0018
53.9 , -0.019
53.910000000000004 , -0.021
53.92 , -0.015
53.93 , -0.0093
53.94 , -0.018
53.95 , -0.041
53.96 , -0.073
53.97 , -0.11
53.980000000000004 , -0.13
53.99 , -0.15
54.0 , -0.16
54.01 , -0.17
54.02 , -0.17
54.03 , -0.17
54.04 , -0.17
54.050000000000004 , -0.15
54.06 , -0.13
54.07 , -0.11
54.08 , -0.09
54.09 , -0.076
54.1 , -0.063
54.11 , -0.058
54.120000000000005 , -0.06
54.13 , -0.077
54.14 , -0.1
54.15 , -0.13
54.160000000000004 , -0.14
54.17 , -0.15
54.18 , -0.14
54.19 , -0.13
54.2 , -0.13
54.21 , -0.13
54.22 , -0.12
54.230000000000004 , -0.1
54.24 , -0.052
54.25 , 0.013
54.26 , 0.084
54.27 , 0.15
54.28 , 0.18
54.29 , 0.2
54.300000000000004 , 0.2
54.31 , 0.17
54.32 , 0.13
54.33 , 0.07
54.34 , 0.009
54.35 , -0.048
54.36 , -0.094
54.370000000000005 , -0.12
54.38 , -0.15
54.39 , -0.17
54.4 , -0.18
54.410000000000004 , -0.18
54.42 , -0.17
54.43 , -0.15
54.44 , -0.13
54.45 , -0.1
54.46 , -0.083
54.47 , -0.069
54.480000000000004 , -0.051
54.49 , -0.026
54.5 , 0.0017
54.51 , 0.023
54.52 , 0.035
54.53 , 0.029
54.54 , 0.015
54.550000000000004 , -0.0073
54.56 , -0.03
54.57 , -0.046
54.58 , -0.051
54.59 , -0.046
54.6 , -0.035
54.61 , -0.017
54.620000000000005 , 0.0029
54.63 , 0.028
54.64 , 0.058
54.65 , 0.086
54.660000000000004 , 0.11
54.67 , 0.12
54.68 , 0.12
54.69 , 0.1
54.7 , 0.091
54.71 , 0.086
54.72 , 0.087
54.730000000000004 , 0.091
54.74 , 0.093
54.75 , 0.093
54.76 , 0.094
54.77 , 0.097
54.78 , 0.1
54.79 , 0.1
54.800000000000004 , 0.095
54.81 , 0.075
54.82 , 0.055
54.83 , 0.046
54.84 , 0.058
54.85 , 0.089
54.86 , 0.13
54.870000000000005 , 0.16
54.88 , 0.19
54.89 , 0.21
54.9 , 0.23
54.910000000000004 , 0.25
54.92 , 0.27
54.93 , 0.27
54.94 , 0.26
54.95 , 0.23
54.96 , 0.21
54.97 , 0.18
54.980000000000004 , 0.15
54.99 , 0.12
55.0 , 0.073
55.01 , 0.025
55.02 , -0.016
55.03 , -0.03
55.04 , -0.0087
55.050000000000004 , 0.046
55.06 , 0.12
55.07 , 0.2
55.08 , 0.27
55.09 , 0.3
55.1 , 0.3
55.11 , 0.29
55.120000000000005 , 0.27
55.13 , 0.25
55.14 , 0.23
55.15 , 0.21
55.160000000000004 , 0.19
55.17 , 0.17
55.18 , 0.15
55.19 , 0.12
55.2 , 0.097
55.21 , 0.066
55.22 , 0.038
55.230000000000004 , 0.019
55.24 , 0.019
55.25 , 0.034
55.26 , 0.058
55.27 , 0.079
55.28 , 0.089
55.29 , 0.084
55.300000000000004 , 0.068
55.31 , 0.05
55.32 , 0.031
55.33 , 0.018
55.34 , 0.013
55.35 , 0.011
55.36 , 0.016
55.370000000000005 , 0.018
55.38 , 0.023
55.39 , 0.031
55.4 , 0.044
55.410000000000004 , 0.06
55.42 , 0.077
55.43 , 0.086
55.44 , 0.082
55.45 , 0.065
55.46 , 0.043
55.47 , 0.018
55.480000000000004 , 0.0016
55.49 , -0.0087
55.5 , -0.011
55.51 , -0.0094
55.52 , -0.0054
55.53 , 0.001
55.54 , 0.0079
55.550000000000004 , 0.017
55.56 , 0.029
55.57 , 0.048
55.58 , 0.067
55.59 , 0.085
55.6 , 0.089
55.61 , 0.069
55.620000000000005 , 0.026
55.63 , -0.029
55.64 , -0.077
55.65 , -0.11
55.660000000000004 , -0.12
55.67 , -0.13
55.68 , -0.15
55.69 , -0.18
55.7 , -0.22
55.71 , -0.24
55.72 , -0.24
55.730000000000004 , -0.19
55.74 , -0.12
55.75 , -0.041
55.76 , 0.0095
55.77 , 0.026
55.78 , 0.02
55.79 , 0.005
55.800000000000004 , -0.0004
55.81 , 0.01
55.82 , 0.038
55.83 , 0.08
55.84 , 0.13
55.85 , 0.19
55.86 , 0.24
55.870000000000005 , 0.27
55.88 , 0.26
55.89 , 0.21
55.9 , 0.13
55.910000000000004 , 0.036
55.92 , -0.041
55.93 , -0.078
55.94 , -0.078
55.95 , -0.056
55.96 , -0.029
55.97 , -0.012
55.980000000000004 , -0.0076
55.99 , -0.0094
56.0 , -0.0083
56.01 , 0.0039
56.02 , 0.027
56.03 , 0.053
56.04 , 0.079
56.050000000000004 , 0.095
56.06 , 0.1
56.07 , 0.094
56.08 , 0.068
56.09 , 0.022
56.1 , -0.037
56.11 , -0.1
56.120000000000005 , -0.15
56.13 , -0.18
56.14 , -0.18
56.15 , -0.17
56.160000000000004 , -0.15
56.17 , -0.15
56.18 , -0.15
56.19 , -0.15
56.2 , -0.14
56.21 , -0.12
56.22 , -0.09
56.230000000000004 , -0.059
56.24 , -0.038
56.25 , -0.024
56.26 , -0.014
56.27 , 0.0022
56.28 , 0.021
56.29 , 0.041
56.300000000000004 , 0.056
56.31 , 0.069
56.32 , 0.091
56.33 , 0.12
56.34 , 0.16
56.35 , 0.2
56.36 , 0.24
56.370000000000005 , 0.27
56.38 , 0.28
56.39 , 0.28
56.4 , 0.27
56.410000000000004 , 0.23
56.42 , 0.17
56.43 , 0.096
56.44 , 0.027
56.45 , -0.031
56.46 , -0.07
56.47 , -0.088
56.480000000000004 , -0.087
56.49 , -0.073
56.5 , -0.049
56.51 , -0.02
56.52 , 0.009
56.53 , 0.03
56.54 , 0.039
56.550000000000004 , 0.033
56.56 , 0.015
56.57 , -0.0093
56.58 , -0.029
56.59 , -0.04
56.6 , -0.043
56.61 , -0.042
56.620000000000005 , -0.044
56.63 , -0.056
56.64 , -0.079
56.65 , -0.11
56.660000000000004 , -0.14
56.67 , -0.16
56.68 , -0.16
56.69 , -0.16
56.7 , -0.14
56.71 , -0.13
56.72 , -0.12
56.730000000000004 , -0.11
56.74 , -0.11
56.75 , -0.11
56.76 , -0.11
56.77 , -0.11
56.78 , -0.12
56.79 , -0.13
56.800000000000004 , -0.14
56.81 , -0.16
56.82 , -0.18
56.83 , -0.21
56.84 , -0.23
56.85 , -0.23
56.86 , -0.21
56.870000000000005 , -0.17
56.88 , -0.12
56.89 , -0.07
56.9 , -0.043
56.910000000000004 , -0.035
56.92 , -0.04
56.93 , -0.045
56.94 , -0.051
56.95 , -0.055
56.96 , -0.066
56.97 , -0.079
56.980000000000004 , -0.088
56.99 , -0.085
57.0 , -0.065
57.01 , -0.033
57.02 , 0.0058
57.03 , 0.038
57.04 , 0.058
57.050000000000004 , 0.061
57.06 , 0.053
57.07 , 0.038
57.08 , 0.024
57.09 , 0.011
57.1 , -0.0004
57.11 , -0.0057
57.120000000000005 , -0.0036
57.13 , 0.0079
57.14 , 0.029
57.15 , 0.05
57.160000000000004 , 0.065
57.17 , 0.065
57.18 , 0.055
57.19 , 0.039
57.2 , 0.026
57.21 , 0.017
57.22 , 0.012
57.230000000000004 , 0.0044
57.24 , -0.006
57.25 , -0.014
57.26 , -0.014
57.27 , -0.0009
57.28 , 0.023
57.29 , 0.045
57.300000000000004 , 0.054
57.31 , 0.046
57.32 , 0.023
57.33 , -0.011
57.34 , -0.048
57.35 , -0.086
57.36 , -0.12
57.370000000000005 , -0.15
57.38 , -0.17
57.39 , -0.19
57.4 , -0.19
57.410000000000004 , -0.19
57.42 , -0.18
57.43 , -0.17
57.44 , -0.16
57.45 , -0.16
57.46 , -0.17
57.47 , -0.18
57.480000000000004 , -0.18
57.49 , -0.18
57.5 , -0.17
57.51 , -0.15
57.52 , -0.13
57.53 , -0.11
57.54 , -0.085
57.550000000000004 , -0.056
57.56 , -0.023
57.57 , 0.016
57.58 , 0.052
57.59 , 0.079
57.6 , 0.095
57.61 , 0.099
57.620000000000005 , 0.093
57.63 , 0.081
57.64 , 0.061
57.65 , 0.035
57.660000000000004 , 0.0031
57.67 , -0.028
57.68 , -0.052
57.69 , -0.068
57.7 , -0.071
57.71 , -0.068
57.72 , -0.061
57.730000000000004 , -0.054
57.74 , -0.046
57.75 , -0.04
57.76 , -0.034
57.77 , -0.031
57.78 , -0.034
57.79 , -0.038
57.800000000000004 , -0.038
57.81 , -0.026
57.82 , 0.0007
57.83 , 0.035
57.84 , 0.069
57.85 , 0.091
57.86 , 0.1
57.870000000000005 , 0.1
57.88 , 0.1
57.89 , 0.1
57.9 , 0.1
57.910000000000004 , 0.097
57.92 , 0.089
57.93 , 0.081
57.94 , 0.078
57.95 , 0.085
57.96 , 0.099
57.97 , 0.11
57.980000000000004 , 0.11
57.99 , 0.11
58.0 , 0.1
58.01 , 0.11
58.02 , 0.12
58.03 , 0.14
58.04 , 0.15
58.050000000000004 , 0.14
58.06 , 0.11
58.07 , 0.073
58.08 , 0.044
58.09 , 0.033
58.1 , 0.042
58.11 , 0.056
58.120000000000005 , 0.059
58.13 , 0.04
58.14 , 0.0043
58.15 , -0.031
58.160000000000004 , -0.049
58.17 , -0.037
58.18 , -0.0055
58.19 , 0.029
58.2 , 0.049
58.21 , 0.052
58.22 , 0.041
58.230000000000004 , 0.029
58.24 , 0.021
58.25 , 0.017
58.26 , 0.012
58.27 , 0.0092
58.28 , 0.0071
58.29 , 0.0095
58.300000000000004 , 0.016
58.31 , 0.018
58.32 , 0.011
58.33 , -0.0082
58.34 , -0.035
58.35 , -0.059
58.36 , -0.073
58.370000000000005 , -0.073
58.38 , -0.062
58.39 , -0.044
58.4 , -0.021
58.410000000000004 , 0.004
58.42 , 0.038
58.43 , 0.072
58.44 , 0.1
58.45 , 0.12
58.46 , 0.11
58.47 , 0.1
58.480000000000004 , 0.088
58.49 , 0.085
58.5 , 0.096
58.51 , 0.12
58.52 , 0.14
58.53 , 0.15
58.54 , 0.16
58.550000000000004 , 0.15
58.56 , 0.13
58.57 , 0.1
58.58 , 0.074
58.59 , 0.054
58.6 , 0.042
58.61 , 0.037
58.620000000000005 , 0.034
58.63 , 0.028
58.64 , 0.018
58.65 , 0.0019
58.660000000000004 , -0.014
58.67 , -0.027
58.68 , -0.033
58.69 , -0.03
58.7 , -0.015
58.71 , 0.0066
58.72 , 0.032
58.730000000000004 , 0.048
58.74 , 0.051
58.75 , 0.044
58.76 , 0.034
58.77 , 0.027
58.78 , 0.028
58.79 , 0.033
58.800000000000004 , 0.04
58.81 , 0.043
58.82 , 0.039
58.83 , 0.028
58.84 , 0.0023
58.85 , -0.032
58.86 , -0.073
58.870000000000005 , -0.11
58.88 , -0.14
58.89 , -0.15
58.9 , -0.15
58.910000000000004 , -0.14
58.92 , -0.15
58.93 , -0.16
58.94 , -0.18
58.95 , -0.19
58.96 , -0.18
58.97 , -0.15
58.980000000000004 , -0.12
58.99 , -0.079
59.0 , -0.052
59.01 , -0.044
59.02 , -0.051
59.03 , -0.066
59.04 , -0.078
59.050000000000004 , -0.086
59.06 , -0.082
59.07 , -0.069
59.08 , -0.047
59.09 , -0.024
59.1 , -0.0057
59.11 , -0.0004
59.120000000000005 , -0.01
59.13 , -0.036
59.14 , -0.065
59.15 , -0.086
59.160000000000004 , -0.087
59.17 , -0.066
59.18 , -0.033
59.19 , 0.0012
59.2 , 0.022
59.21 , 0.025
59.22 , 0.015
59.230000000000004 , -0.0071
59.24 , -0.033
59.25 , -0.064
59.26 , -0.092
59.27 , -0.12
59.28 , -0.13
59.29 , -0.13
59.300000000000004 , -0.11
59.31 , -0.098
59.32 , -0.095
59.33 , -0.11
59.34 , -0.13
59.35 , -0.15
59.36 , -0.16
59.370000000000005 , -0.15
59.38 , -0.11
59.39 , -0.078
59.4 , -0.045
59.410000000000004 , -0.024
59.42 , -0.018
59.43 , -0.022
59.44 , -0.03
59.45 , -0.038
59.46 , -0.045
59.47 , -0.05
59.480000000000004 , -0.054
59.49 , -0.057
59.5 , -0.06
59.51 , -0.061
59.52 , -0.064
59.53 , -0.067
59.54 , -0.072
59.550000000000004 , -0.078
59.56 , -0.087
59.57 , -0.092
59.58 , -0.093
59.59 , -0.086
59.6 , -0.074
59.61 , -0.058
59.620000000000005 , -0.039
59.63 , -0.02
59.64 , -0.0031
59.65 , 0.0076
59.660000000000004 , 0.006
59.67 , -0.011
59.68 , -0.04
59.69 , -0.072
59.7 , -0.094
59.71 , -0.097
59.72 , -0.076
59.730000000000004 , -0.04
59.74 , 0.0037
59.75 , 0.039
59.76 , 0.062
59.77 , 0.072
59.78 , 0.078
59.79 , 0.083
59.800000000000004 , 0.089
59.81 , 0.093
59.82 , 0.089
59.83 , 0.076
59.84 , 0.06
59.85 , 0.045
59.86 , 0.034
59.870000000000005 , 0.026
59.88 , 0.019
59.89 , 0.013
59.9 , 0.013
59.910000000000004 , 0.024
59.92 , 0.043
59.93 , 0.064
59.94 , 0.085
59.95 , 0.096
59.96 , 0.1
59.97 , 0.1
59.980000000000004 , 0.094
59.99 , 0.084
